WS10M_lag1,RH,MIN_TEMP,PREC,WD_sin,SURF_PRESSURE_DIFF,AVG_TEMP,WD_cos,RH_lag1,MONOSOON_SEASON_Southwest_Monsoon,MAX_TEMP,SL_PRESSURE_lag1,CLOUD_COVER,YEAR,MO,DY,WS10M
3.24,89.84,25.15,15.67,-0.9988061373,0.1599999999999966,28.0,-0.0488497698,91.9,0,27.29,1009.4,6.0,2015,12,2,3.43
3.43,89.27,24.84,5.19,-0.9106836608,-0.009999999999990905,27.9,0.4131044298,89.84,0,27.47,1010.2,4.0,2015,12,3,3.35
3.35,91.83,25.2,14.65,-0.6858183529,-0.28000000000000114,27.8,-0.7277727577,89.27,0,27.54,1009.7,7.0,2015,12,4,4.29
4.29,92.11,25.12,20.08,0.8141155184,-0.020000000000010232,27.8,-0.5807029557,91.83,0,27.59,1008.1,7.0,2015,12,5,4.74
4.74,85.4,24.81,6.74,0.9135454576,0.19000000000001194,27.6,0.4067366431,92.11,0,28.0,1008.3,5.0,2015,12,6,1.64
1.64,86.25,24.7,13.34,-0.2402280425,0.03999999999999204,28.1,0.9707164816,85.4,0,28.22,1009.0,6.0,2015,12,7,1.68
1.68,88.34,24.86,30.41,0.6845471059,0.01999999999999602,27.6,0.7289686274,86.25,0,27.86,1009.3,7.0,2015,12,8,4.32
4.32,87.16,24.62,5.52,0.4461978131,0.060000000000002274,27.4,-0.8949343616,88.34,0,29.24,1009.9,4.0,2015,12,9,1.76
1.76,88.75,24.9,8.02,0.4617486132,0.020000000000010232,26.9,0.8870108332,87.16,0,28.85,1010.4,8.0,2015,12,10,2.5
2.5,84.02,24.62,7.43,0.5863723567,-0.030000000000001137,27.0,-0.8100416404,88.75,0,28.82,1010.6,7.0,2015,12,11,1.4
1.4,84.14,25.03,7.18,0.3794561595,-0.0800000000000125,28.2,-0.9252097184,84.02,0,29.56,1010.0,5.0,2015,12,12,1.39
1.39,86.65,25.41,4.03,-0.7337298645,0.09000000000000341,28.3,-0.6794413043,84.14,0,28.88,1009.5,6.0,2015,12,13,1.55
1.55,87.9,25.1,20.03,-0.9905094632,0.04000000000000625,27.8,-0.137444546,86.65,0,27.54,1010.2,6.0,2015,12,14,2.24
2.24,86.04,24.84,10.14,-0.3370952584,0.01999999999999602,27.6,-0.9414705448,87.9,0,29.23,1010.8,5.0,2015,12,15,2.49
2.49,87.17,24.82,9.67,0.474088209,0.0,27.4,0.8804773535,86.04,0,28.05,1010.5,5.0,2015,12,16,1.68
1.68,79.94,24.28,1.32,0.9218631516,-0.010000000000005116,26.9,0.3875155865,87.17,0,29.72,1010.7,6.0,2015,12,17,1.94
1.94,79.78,24.01,11.6,-0.4383711468,0.0800000000000125,27.7,-0.8987940463,79.94,0,28.47,1010.2,6.0,2015,12,18,1.44
1.44,83.46,24.89,5.16,-0.7858568932,0.0899999999999892,27.2,-0.6184083954,79.78,0,28.66,1011.7,6.0,2015,12,19,1.69
1.69,83.62,23.73,5.11,0.6266038114,-0.009999999999990905,27.8,0.7793379649,83.46,0,29.36,1013.0,4.0,2015,12,20,3.01
3.01,83.45,23.39,4.03,0.5269557955,0.0,28.4,0.849892693,83.62,0,29.23,1012.4,4.0,2015,12,21,4.42
4.42,80.21,23.15,1.05,0.6494480483,0.06999999999999318,28.6,0.7604059656,83.45,0,28.82,1012.2,3.0,2015,12,22,5.16
5.16,79.81,22.14,0.0,0.6320293027,0.010000000000005116,28.2,0.7749444887,80.21,0,29.02,1012.5,1.0,2015,12,23,4.48
4.48,76.0,21.89,0.01,0.5906056676,-0.060000000000002274,27.9,0.8069603121,79.81,0,29.01,1012.2,2.0,2015,12,24,4.12
4.12,79.37,22.24,0.17,0.535826795,-0.07000000000000739,27.9,0.8443279255,76.0,0,29.37,1011.8,3.0,2015,12,25,4.0
4.0,84.88,23.51,2.53,0.4632960351,-0.04999999999999716,28.9,0.8862035792,79.37,0,29.28,1011.3,4.0,2015,12,26,5.39
5.39,88.44,23.83,11.35,0.3875155865,0.0,28.1,0.9218631516,84.88,0,28.9,1011.1,7.0,2015,12,27,5.96
5.96,86.09,24.5,7.29,0.6520984038,0.10999999999999943,28.1,0.7581343362,88.44,0,29.53,1012.1,6.0,2015,12,28,4.18
4.18,86.44,24.5,7.74,0.5735764364,-0.060000000000002274,28.4,0.8191520443,86.09,0,30.12,1013.0,5.0,2015,12,29,3.22
3.22,84.89,23.57,3.97,0.6494480483,-0.06999999999999318,28.2,0.7604059656,86.44,0,29.73,1012.1,4.0,2015,12,30,5.41
5.41,85.3,23.04,1.44,0.4878596591,0.04999999999999716,29.1,0.8729220773,84.89,0,29.97,1010.8,3.0,2015,12,31,5.84
5.84,85.88,23.94,2.1,0.4241994227,0.10999999999999943,28.8,0.905568799,85.3,0,29.44,1011.3,5.0,2016,1,1,5.9
5.9,85.98,23.55,2.31,0.5195191119,0.060000000000002274,27.9,0.8544588301,85.88,0,29.46,1012.8,5.0,2016,1,2,4.99
4.99,84.84,22.95,0.55,0.5060337641,-0.04999999999999716,28.6,0.8625136692,85.98,0,29.44,1013.5,2.0,2016,1,3,5.76
5.76,85.14,23.28,0.47,0.3534748438,-0.030000000000001137,29.2,0.9354440308,84.84,0,30.02,1012.3,4.0,2016,1,4,5.26
5.26,87.2,24.26,4.14,0.2044960518,-0.07000000000000739,28.7,0.9788673888,85.14,0,29.62,1012.6,5.0,2016,1,5,4.64
4.64,87.73,24.61,6.87,0.4194520824,-0.01999999999999602,28.5,0.9077774785,87.2,0,28.88,1011.8,5.0,2016,1,6,4.47
4.47,88.86,24.38,6.05,0.4399391699,0.10000000000000853,27.6,0.8980275758,87.73,0,27.28,1012.0,6.0,2016,1,7,5.02
5.02,87.86,24.11,0.69,0.4648420457,0.04999999999999716,28.0,0.8853936258,88.86,0,27.11,1012.6,5.0,2016,1,8,4.68
4.68,83.42,23.83,0.08,0.5649670034,-0.14000000000000057,28.7,0.8251134983,87.86,0,29.17,1012.7,5.0,2016,1,9,4.09
4.09,83.47,23.62,0.6,0.5045276238,0.030000000000001137,28.9,0.8633955506,83.42,0,29.5,1010.9,7.0,2016,1,10,4.65
4.65,83.24,23.43,0.49,0.4786918579,0.009999999999990905,28.9,0.8779829754,83.47,0,28.94,1012.3,4.0,2016,1,11,5.87
5.87,82.67,22.55,0.01,0.5060337641,-0.12999999999999545,28.4,0.8625136692,83.24,0,29.01,1011.8,1.0,2016,1,12,5.77
5.77,81.92,21.83,0.01,0.5090414158,0.04000000000000625,28.2,0.860742027,82.67,0,28.12,1010.5,4.0,2016,1,13,4.64
4.64,81.72,22.24,0.0,0.5195191119,0.01999999999999602,27.7,0.8544588301,81.92,0,27.52,1010.6,3.0,2016,1,14,4.96
4.96,80.6,20.82,0.0,0.3729877826,-0.09000000000000341,26.4,0.9278362539,81.72,0,28.15,1010.7,2.0,2016,1,15,3.7
3.7,83.4,22.65,0.06,0.3632512305,-0.009999999999990905,29.3,0.9316912276,80.6,0,27.32,1010.9,3.0,2016,1,16,3.57
3.57,80.14,22.37,0.08,0.546101961,0.0,27.6,0.8377187166,83.4,0,28.48,1010.2,3.0,2016,1,17,4.21
4.21,78.96,21.11,0.01,0.6142852001,-0.060000000000002274,26.8,0.7890840848,80.14,0,28.87,1009.6,3.0,2016,1,18,3.61
3.61,78.93,21.98,0.02,0.6717205893,-0.04000000000000625,27.2,0.7408045963,78.96,0,29.69,1009.4,3.0,2016,1,19,3.26
3.26,79.51,22.48,0.03,0.6639262127,0.10000000000000853,28.0,0.7477980905,78.93,0,29.74,1009.3,3.0,2016,1,20,3.11
3.11,80.18,23.13,0.03,0.7360970871,0.03999999999999204,28.9,0.6768759697,79.51,0,30.18,1010.3,4.0,2016,1,21,3.59
3.59,80.3,22.36,0.01,0.596224875,0.04999999999999716,28.2,0.8028174752,80.18,0,30.01,1010.6,5.0,2016,1,22,3.19
3.19,85.08,23.88,1.55,0.4399391699,0.020000000000010232,29.1,0.8980275758,80.3,0,29.91,1011.3,5.0,2016,1,23,4.29
4.29,85.84,24.09,5.96,0.4555449072,0.01999999999999602,29.1,0.8902128046,85.08,0,30.18,1011.8,6.0,2016,1,24,4.06
4.06,83.84,24.05,6.06,0.584957675,-0.04999999999999716,29.3,0.811063819,85.84,0,30.45,1011.8,3.0,2016,1,25,4.88
4.88,81.35,23.98,3.34,0.5735764364,-0.020000000000010232,30.0,0.8191520443,83.84,0,30.63,1010.8,3.0,2016,1,26,4.67
4.67,79.26,22.32,0.87,0.5920131788,0.05000000000001137,29.7,0.8059282822,81.35,0,29.67,1010.8,2.0,2016,1,27,5.11
5.11,75.31,20.57,0.0,0.5328762761,0.029999999999986926,26.9,0.8461931661,79.26,0,28.91,1011.1,1.0,2016,1,28,4.02
4.02,78.98,21.77,0.21,0.549022818,0.04000000000000625,27.6,0.8358073614,75.31,0,29.05,1011.7,5.0,2016,1,29,4.31
4.31,78.56,20.75,0.3,0.6279630576,-0.010000000000005116,27.7,0.7782431485,78.98,0,29.11,1011.9,4.0,2016,1,30,4.96
4.96,82.08,21.93,0.53,0.5562956155,-0.0899999999999892,27.5,0.8309844693,78.56,0,29.11,1011.7,6.0,2016,1,31,4.96
4.96,79.94,22.23,0.54,0.4648420457,0.009999999999990905,27.5,0.8853936258,82.08,0,29.83,1010.7,3.0,2016,2,1,4.83
4.83,79.41,21.83,0.06,0.5649670034,0.010000000000005116,28.7,0.8251134983,79.94,0,29.44,1010.7,6.0,2016,2,2,6.06
6.06,78.27,20.98,0.0,0.5620833779,-0.010000000000005116,29.4,0.8270805743,79.41,0,28.56,1011.1,2.0,2016,2,3,5.58
5.58,76.97,20.5,0.01,0.5606389946,0.010000000000005116,27.7,0.8280603346,78.27,0,29.17,1010.4,5.0,2016,2,4,4.32
4.32,79.14,22.17,1.63,0.4924235601,-0.04999999999999716,28.4,0.8703556959,76.97,0,29.09,1010.3,6.0,2016,2,5,3.91
3.91,80.19,23.49,2.51,0.5165333289,-0.0799999999999983,29.0,0.8562670846,79.14,0,30.56,1010.6,6.0,2016,2,6,2.99
2.99,82.4,24.07,7.91,0.5313985795,0.09999999999999432,29.1,0.8471219214,80.19,0,29.81,1009.8,6.0,2016,2,7,3.19
3.19,80.23,23.57,0.49,0.5948227868,-0.04999999999999716,28.9,0.8038568606,82.4,0,30.8,1011.1,5.0,2016,2,8,3.03
3.03,83.37,25.01,4.87,0.08889429687,0.0,29.9,0.9960410654,80.23,0,30.03,1010.6,5.0,2016,2,9,2.72
2.72,80.96,24.37,4.86,0.3729877826,0.009999999999990905,28.4,0.9278362539,83.37,0,30.29,1010.6,5.0,2016,2,10,3.52
3.52,78.69,23.51,0.03,0.4461978131,-0.03999999999999204,28.9,0.8949343616,80.96,0,30.02,1010.3,4.0,2016,2,11,3.23
3.23,76.22,22.63,0.01,0.6507742173,0.0,28.0,0.7592713073,78.69,0,29.55,1009.6,1.0,2016,2,12,3.46
3.46,73.7,21.4,0.06,0.6959127966,0.010000000000005116,28.1,0.7181262978,76.22,0,29.43,1009.4,5.0,2016,2,13,2.86
2.86,75.97,23.18,0.18,0.523985906,0.01999999999999602,28.3,0.8517269341,73.7,0,30.1,1010.4,5.0,2016,2,14,2.08
2.08,80.86,24.13,8.29,0.4399391699,0.01999999999999602,28.6,0.8980275758,75.97,0,30.47,1010.4,6.0,2016,2,15,3.18
3.18,80.68,23.32,1.5,0.6717205893,0.04000000000000625,29.1,0.7408045963,80.86,0,30.46,1011.3,6.0,2016,2,16,4.73
4.73,86.83,24.39,8.13,0.4694715628,-0.09000000000000341,30.1,0.8829475929,80.68,0,28.9,1010.5,6.0,2016,2,17,4.81
4.81,84.2,24.64,7.89,0.7512641335,-0.060000000000002274,28.9,0.660001668,86.83,0,30.84,1009.4,4.0,2016,2,18,3.45
3.45,79.51,24.35,6.3,0.7313537016,0.18999999999999773,28.4,0.6819983601,84.2,0,30.86,1010.4,6.0,2016,2,19,1.7
1.7,79.36,24.09,9.41,0.5105429179,0.10000000000000853,28.1,0.8598522716,79.51,0,30.21,1012.1,4.0,2016,2,20,1.86
1.86,75.81,23.64,0.58,0.6441236298,-0.09000000000000341,27.9,0.7649214009,79.36,0,31.13,1013.2,1.0,2016,2,21,2.35
2.35,72.75,23.84,0.06,0.8452618332,0.0799999999999983,29.1,0.5343523494,75.81,0,31.47,1011.9,3.0,2016,2,22,1.82
1.82,72.22,21.58,0.05,-0.8319541221,-0.030000000000001137,28.4,-0.5548444274,72.75,0,30.23,1012.2,2.0,2016,2,23,1.98
1.98,74.43,23.14,1.91,-0.3534748438,-0.10999999999999943,28.5,0.9354440308,72.22,0,30.64,1011.7,3.0,2016,2,24,1.8
1.8,78.97,25.3,6.56,0.8443279255,-0.01999999999999602,28.1,0.535826795,74.43,0,30.86,1010.7,7.0,2016,2,25,1.66
1.66,76.83,24.07,1.17,0.842452397,0.0899999999999892,27.6,0.538770785,78.97,0,31.33,1011.1,2.0,2016,2,26,2.57
2.57,78.67,23.99,0.65,0.8059282822,0.04000000000000625,29.0,0.5920131788,76.83,0,31.03,1011.2,4.0,2016,2,27,3.26
3.26,77.44,23.46,0.45,0.79863551,0.09999999999999432,29.6,0.6018150232,78.67,0,31.4,1011.6,5.0,2016,2,28,2.63
2.63,80.2,25.03,0.75,0.6870875108,-0.03999999999999204,31.7,0.726574671,77.44,0,30.44,1013.0,6.0,2016,2,29,3.65
3.65,78.07,24.26,0.48,0.6481199011,-0.15000000000000568,29.6,0.7615383075,80.2,0,31.08,1012.4,3.0,2016,3,1,3.36
3.36,76.88,24.4,0.17,0.6441236298,0.010000000000005116,29.3,0.7649214009,78.07,0,31.17,1011.0,4.0,2016,3,2,3.93
3.93,76.86,23.96,0.24,0.6401096995,0.06999999999999318,29.7,0.7682835236,76.88,0,31.55,1011.0,2.0,2016,3,3,3.77
3.77,77.69,25.21,0.69,0.6427876097,-0.10999999999999943,30.6,0.7660444431,76.86,0,31.34,1011.3,5.0,2016,3,4,3.57
3.57,76.76,25.01,1.22,0.6032079877,-0.06999999999999318,29.6,0.7975839288,77.69,0,30.96,1009.9,5.0,2016,3,5,2.78
2.78,75.37,24.7,0.41,0.546101961,-0.04999999999999716,29.2,0.8377187166,76.76,0,31.43,1009.6,4.0,2016,3,6,2.05
2.05,77.39,25.19,4.48,0.09584575252,-0.030000000000001137,29.4,0.9953961984,75.37,0,31.35,1009.5,6.0,2016,3,7,2.08
2.08,80.52,25.18,9.38,-0.6481199011,0.009999999999990905,29.4,-0.7615383075,77.39,0,30.6,1009.0,6.0,2016,3,8,1.77
1.77,80.26,25.67,4.84,-0.9472102777,0.0800000000000125,28.6,-0.3206129906,80.52,0,29.46,1009.3,6.0,2016,3,9,1.33
1.33,78.9,25.72,3.28,-0.9918944426,0.029999999999986926,29.8,-0.1270646086,80.26,0,30.94,1010.3,6.0,2016,3,10,1.6
1.6,80.93,26.33,2.44,-0.98450318,0.030000000000001137,29.4,-0.1753667261,78.9,0,30.21,1010.4,5.0,2016,3,11,1.78
1.78,81.09,25.31,2.24,-0.6768759697,0.010000000000005116,28.9,-0.7360970871,80.93,0,30.41,1010.9,4.0,2016,3,12,2.4
2.4,81.81,25.73,1.29,-0.9466492601,0.0,29.1,-0.3222656952,81.09,0,30.36,1011.1,4.0,2016,3,13,2.62
2.62,82.1,25.63,2.21,-0.7193398003,0.0,29.7,-0.6946583705,81.81,0,30.65,1011.2,3.0,2016,3,14,2.52
2.52,82.35,25.32,2.67,-0.7431448255,0.0,29.4,-0.6691306064,82.1,0,29.95,1010.9,4.0,2016,3,15,2.67
2.67,77.42,26.2,1.11,-0.9900236577,-0.06999999999999318,29.0,-0.1409012319,82.35,0,31.06,1011.0,4.0,2016,3,16,2.1
2.1,74.17,26.21,0.62,-0.9999939077,0.009999999999990905,29.9,0.003490651415,77.42,0,31.6,1010.4,4.0,2016,3,17,1.89
1.89,71.17,25.18,0.16,-0.9900236577,-0.060000000000002274,29.9,-0.1409012319,74.17,0,32.48,1010.1,3.0,2016,3,18,1.54
1.54,76.86,25.37,0.18,-0.9654726309,0.07000000000000739,29.2,-0.2605045086,71.17,0,31.11,1009.4,2.0,2016,3,19,2.63
2.63,73.29,25.26,0.08,-0.822144041,0.01999999999999602,29.1,-0.5692795234,76.86,0,32.04,1010.7,5.0,2016,3,20,2.23
2.23,76.0,24.99,0.04,-0.6652303547,-0.04999999999999716,29.2,-0.7466381823,73.29,0,32.03,1010.2,6.0,2016,3,21,2.81
2.81,77.75,25.83,0.06,-0.822144041,-0.10000000000000853,28.9,-0.5692795234,76.0,0,31.66,1009.9,4.0,2016,3,22,3.57
3.57,76.1,25.74,0.01,-0.8853936258,0.030000000000001137,29.6,-0.4648420457,77.75,0,31.96,1009.2,6.0,2016,3,23,2.78
2.78,71.99,26.32,0.11,-0.9998476952,0.13000000000000966,30.1,0.01745240644,76.1,0,32.41,1010.5,4.0,2016,3,24,1.72
1.72,73.12,25.07,0.23,-0.7132504492,0.11999999999999034,30.1,-0.7009092643,71.99,0,32.36,1011.0,4.0,2016,3,25,1.6
1.6,73.18,25.0,0.02,-0.7156927337,-0.03999999999999204,29.8,-0.6984152854,73.12,0,32.19,1011.8,4.0,2016,3,26,2.03
2.03,72.11,24.92,2.72,-0.9971851335,-0.01999999999999602,30.6,-0.07497872683,73.18,0,31.73,1011.3,5.0,2016,3,27,1.82
1.82,75.46,26.25,11.27,-0.6691306064,-0.030000000000001137,29.9,-0.7431448255,72.11,0,31.32,1011.2,3.0,2016,3,28,1.31
1.31,74.65,26.04,10.77,0.8231363685,0.01999999999999602,29.1,-0.5678437451,75.46,0,31.63,1011.2,3.0,2016,3,29,1.66
1.66,78.64,26.47,12.94,-0.2973748741,0.03999999999999204,28.4,-0.9547607995,74.65,0,30.7,1011.0,3.0,2016,3,30,1.45
1.45,79.33,26.22,10.37,-0.9999984769,-0.0899999999999892,28.8,-0.001745328366,78.64,0,30.23,1011.5,5.0,2016,3,31,1.58
1.58,81.12,26.36,12.26,-0.8694949295,-0.1600000000000108,29.4,-0.4939418666,79.33,0,30.31,1010.1,4.0,2016,4,1,1.67
1.67,79.38,25.58,2.22,-0.9205048535,0.07000000000000739,29.4,-0.3907311285,81.12,0,30.78,1009.2,3.0,2016,4,2,1.82
1.82,77.35,26.21,2.32,-0.9809551553,0.12000000000000455,29.6,-0.1942343512,79.38,0,31.0,1010.0,3.0,2016,4,3,1.73
1.73,77.59,26.22,3.84,-0.7975839288,-0.09000000000000341,29.6,-0.6032079877,77.35,0,31.43,1011.0,3.0,2016,4,4,1.9
1.9,84.21,26.49,7.79,-0.6730125135,-0.04999999999999716,29.8,-0.739631095,77.59,0,30.48,1009.9,4.0,2016,4,5,3.65
3.65,82.02,26.07,8.89,-0.7466381823,0.06999999999999318,29.2,-0.6652303547,84.21,0,30.24,1009.7,4.0,2016,4,6,2.61
2.61,78.33,26.46,5.45,-0.6454576877,-0.09999999999999432,29.3,-0.7637960286,82.02,0,31.55,1010.1,6.0,2016,4,7,2.05
2.05,79.4,26.74,3.9,-0.549022818,-0.04999999999999716,30.4,-0.8358073614,78.33,0,32.02,1009.5,5.0,2016,4,8,2.3
2.3,76.26,26.04,6.7,-0.5591929035,0.09999999999999432,30.1,-0.8290375726,79.4,0,32.63,1009.1,4.0,2016,4,9,2.04
2.04,80.79,26.69,9.24,-0.9121201162,0.10999999999999943,29.7,-0.4099230338,76.26,0,30.95,1010.0,6.0,2016,4,10,2.45
2.45,80.79,26.24,1.41,-0.8894163733,-0.060000000000002274,29.9,-0.4570979271,80.79,0,30.86,1011.0,4.0,2016,4,11,2.5
2.5,83.59,26.91,2.29,-0.7169106077,-0.09999999999999432,30.2,-0.6971651029,80.79,0,30.35,1010.1,5.0,2016,4,12,3.46
3.46,83.75,26.92,1.05,-0.860742027,-0.1700000000000017,30.4,-0.5090414158,83.59,0,30.5,1009.3,3.0,2016,4,13,3.48
3.48,82.28,27.06,2.5,-0.5591929035,-0.010000000000005116,31.8,-0.8290375726,83.75,0,31.09,1006.9,5.0,2016,4,14,3.5
3.5,81.11,26.86,7.54,-0.4131044298,0.15000000000000568,30.0,-0.9106836608,82.28,0,31.47,1007.9,5.0,2016,4,15,2.97
2.97,79.67,27.01,5.72,-0.3255681545,0.0,29.7,-0.9455185756,81.11,0,31.54,1009.0,5.0,2016,4,16,3.17
3.17,82.07,26.98,4.74,-0.5402403205,-0.07000000000000739,29.6,-0.8415107819,79.67,0,31.04,1008.6,6.0,2016,4,17,2.99
2.99,81.01,26.85,4.75,-0.4430711908,0.0,29.9,-0.8964864304,82.07,0,30.94,1008.4,5.0,2016,4,18,2.8
2.8,81.58,27.04,17.5,-0.1650476059,0.030000000000001137,29.1,-0.9862856015,81.01,0,31.04,1008.0,7.0,2016,4,19,2.15
2.15,83.9,26.48,12.58,-0.5299192642,0.10999999999999943,28.6,-0.8480480962,81.58,0,30.39,1009.1,4.0,2016,4,20,2.37
2.37,82.56,26.44,4.7,-0.7836934573,-0.030000000000001137,29.4,-0.6211477803,83.9,0,31.2,1010.4,5.0,2016,4,21,2.77
2.77,83.82,26.94,2.86,-0.8980275758,-0.04999999999999716,29.1,-0.4399391699,82.56,0,31.11,1009.8,4.0,2016,4,22,3.46
3.46,84.23,27.28,0.38,-0.9466492601,-0.1700000000000017,30.4,-0.3222656952,83.82,0,30.54,1009.1,5.0,2016,4,23,4.17
4.17,82.51,27.54,0.18,-0.8878153851,-0.0899999999999892,30.4,-0.4601997848,84.23,0,30.97,1007.3,4.0,2016,4,24,3.91
3.91,80.52,26.89,0.28,-0.8309844693,0.0799999999999983,30.6,-0.5562956155,82.51,0,31.23,1006.6,2.0,2016,4,25,3.75
3.75,80.8,27.22,0.97,-0.7581343362,0.14000000000000057,28.85,-0.6520984038,80.52,0,30.56,1007.3,5.0,2016,4,26,2.64
2.64,81.98,26.64,1.42,-0.5792811723,-0.020000000000010232,27.1,-0.8151277957,80.8,0,29.97,1011.6,2.0,2016,4,27,2.59
2.59,79.08,26.36,2.8,-0.2756373558,0.0,30.2,-0.9612616959,81.98,0,31.59,1008.9,4.0,2016,4,28,2.66
2.66,77.05,26.02,2.17,-0.05407881298,0.010000000000005116,29.6,-0.9985366703,79.08,0,32.5,1008.0,5.0,2016,4,29,2.63
2.63,81.39,26.58,11.94,-0.02094241988,0.04000000000000625,28.8,-0.9997806835,77.05,0,31.29,1008.6,6.0,2016,4,30,2.6
2.6,83.7,26.21,5.74,-0.1719291003,0.0,28.6,-0.9851093262,81.39,1,30.33,1009.3,5.0,2016,5,1,2.95
2.95,84.62,26.67,4.35,-0.6586894601,0.01999999999999602,29.4,-0.7524149089,83.7,1,30.08,1008.7,3.0,2016,5,2,2.99
2.99,84.66,27.02,4.28,-0.7836934573,-0.10000000000000853,30.1,-0.6211477803,84.62,1,30.36,1008.7,5.0,2016,5,3,2.5
2.5,83.42,26.84,4.24,-0.6743023876,0.010000000000005116,29.9,-0.7384553406,84.66,1,30.77,1008.4,5.0,2016,5,4,2.6
2.6,82.8,27.02,3.54,-0.8079898839,0.04000000000000625,28.4,-0.5891963574,83.42,1,31.0,1008.2,6.0,2016,5,5,2.53
2.53,86.18,26.96,5.46,-0.8553642602,-0.010000000000005116,28.2,-0.5180270094,82.8,1,29.54,1009.3,7.0,2016,5,6,2.86
2.86,82.05,26.58,11.73,-0.6586894601,0.04000000000000625,29.4,-0.7524149089,86.18,1,29.92,1007.9,7.0,2016,5,7,3.4
3.4,78.41,26.36,14.14,-0.8941542368,0.0,28.7,-0.4477590878,82.05,1,31.69,1008.5,7.0,2016,5,8,2.06
2.06,83.17,26.32,10.62,-0.5504807401,-0.020000000000010232,28.9,-0.8348478633,78.41,1,30.21,1009.1,7.0,2016,5,9,1.85
1.85,78.86,26.1,16.56,-0.7901550124,-0.009999999999990905,28.6,-0.6129070537,83.17,1,30.95,1007.8,6.0,2016,5,10,1.47
1.47,86.25,26.18,50.28,-0.9426414911,-0.0799999999999983,28.4,-0.3338068592,78.86,1,28.67,1008.5,7.0,2016,5,11,1.92
1.92,86.94,25.96,22.9,-0.2181432414,-0.0800000000000125,27.6,-0.9759167619,86.25,1,29.11,1008.0,7.0,2016,5,12,3.29
3.29,84.75,26.06,14.86,-0.9989705698,-0.03999999999999204,28.4,0.04536298813,86.94,1,29.94,1007.0,7.0,2016,5,13,2.85
2.85,85.27,25.91,39.84,-0.5990235985,0.0799999999999983,28.9,0.8007313709,84.75,1,29.82,1006.7,7.0,2016,5,14,3.73
3.73,85.99,24.78,103.99,-0.7615383075,-0.09999999999999432,26.1,0.6481199011,85.27,1,28.16,1007.6,8.0,2016,5,15,5.75
5.75,87.94,26.26,46.09,-0.999390827,-0.22000000000001307,25.9,-0.0348994967,85.99,1,27.73,1006.6,8.0,2016,5,16,9.63
9.63,84.28,26.73,27.6,-0.9788673888,0.0800000000000125,28.6,-0.2044960518,87.94,1,29.01,1004.3,7.0,2016,5,17,7.78
7.78,85.68,27.04,20.81,-0.8270805743,0.04999999999999716,28.9,-0.5620833779,84.28,1,29.22,1004.2,6.0,2016,5,18,6.94
6.94,86.61,26.82,8.9,-0.7705132428,0.14000000000000057,29.2,-0.6374239897,85.68,1,29.36,1005.9,7.0,2016,5,19,7.86
7.86,84.42,26.69,16.74,-0.875464527,0.09000000000000341,29.4,-0.4832823833,86.61,1,29.48,1006.8,7.0,2016,5,20,6.24
6.24,87.43,27.21,5.17,-0.8090169944,0.0799999999999983,28.9,-0.5877852523,84.42,1,29.15,1007.2,7.0,2016,5,21,5.69
5.69,88.49,27.19,3.88,-0.8069603121,0.09999999999999432,29.8,-0.5906056676,87.43,1,29.31,1008.3,7.0,2016,5,22,5.61
5.61,88.84,27.27,3.25,-0.906307787,0.010000000000005116,29.6,-0.4226182617,88.49,1,29.29,1009.7,5.0,2016,5,23,5.95
5.95,89.0,26.56,10.31,-0.8048937974,0.009999999999990905,28.4,-0.5934188866,88.84,1,29.05,1009.9,6.0,2016,5,24,7.36
7.36,85.19,26.47,4.63,-0.9271838546,-0.0899999999999892,29.5,-0.3746065934,89.0,1,29.53,1009.9,6.0,2016,5,25,6.56
6.56,87.08,26.89,4.78,-0.9218631516,-0.030000000000001137,29.3,-0.3875155865,85.19,1,29.22,1009.1,4.0,2016,5,26,6.01
6.01,87.53,26.1,23.35,-0.8902128046,0.0899999999999892,30.1,-0.4555449072,87.08,1,28.79,1008.9,7.0,2016,5,27,6.44
6.44,84.77,25.75,17.14,-0.930417568,0.13000000000000966,27.0,-0.3665012267,87.53,1,28.49,1010.0,7.0,2016,5,28,5.88
5.88,83.2,25.54,4.21,-0.9499720515,-0.18999999999999773,28.0,-0.3123349185,84.77,1,29.11,1010.2,7.0,2016,5,29,6.03
6.03,85.43,25.91,13.91,-0.9297764859,-0.030000000000001137,28.4,-0.3681245527,83.2,1,28.89,1009.1,6.0,2016,5,30,6.16
6.16,86.64,26.12,6.43,-0.9650164945,0.04999999999999716,29.6,-0.2621891786,85.43,1,28.82,1009.1,7.0,2016,5,31,5.53
5.53,85.41,26.18,4.35,-0.9510565163,0.04999999999999716,29.9,-0.3090169944,86.64,1,28.88,1009.6,6.0,2016,6,1,5.09
5.09,86.19,25.98,1.32,-0.9048270525,-0.04000000000000625,29.2,-0.4257792916,85.41,1,28.74,1010.1,6.0,2016,6,2,5.74
5.74,86.45,25.97,1.41,-0.8845809752,-0.05999999999998806,30.1,-0.4663866403,86.19,1,28.57,1008.8,5.0,2016,6,3,5.41
5.41,86.66,26.26,3.51,-0.8917975296,-0.030000000000001137,29.2,-0.4524347093,86.45,1,29.12,1007.9,6.0,2016,6,4,6.57
6.57,84.29,26.33,2.94,-0.7771459615,0.04999999999999716,29.4,-0.629320391,86.66,1,29.23,1008.4,6.0,2016,6,5,6.13
